32774;65548;1726;0;20;0
32771;65542;1752;0;20;0
32781;65562;1728;0;20;0
32738;65476;1715;0;20;0
32786;65572;1737;0;20;0
32660;65320;1718;0;20;0
32695;65390;1679;0;20;0
32793;65586;1698;0;20;0
32759;65518;1731;0;20;0
32727;65454;1707;0;20;0
32767;65534;1732;0;20;0
32792;65584;1726;0;20;0
32745;65490;1752;0;20;0
32773;65546;1711;0;20;0
32681;65362;1780;0;20;0
32766;65532;1719;0;20;0
32782;65564;1733;0;20;0
32765;65530;1734;0;20;0
32706;65412;1747;0;20;0
32794;65588;1730;0;20;0
32789;65578;1706;0;20;0
32799;65598;1679;0;20;0

